Date,Time,Op,Shift,Packing Station,Work Station,Box Code,Box Num,PN,DPN,Harness SN,Box/Ref Manifest,Manifest,Production SN
08-11-2018,14:25:54,NO USER OPTION,0,Sannicolau Mare,DEFAULT,002,10924,04C972627P,35015782,04C 972 627 PUVS081118134350104C972627P_00060,,,NONE
08-11-2018,14:27:35,NO USER OPTION,0,Sannicolau Mare,DEFAULT,002,10924,04C972627P,35015782,04C 972 627 PUVS081118135340104C972627P_00060,,,NONE
08-11-2018,14:27:55,NO USER OPTION,0,Sannicolau Mare,DEFAULT,002,10925,04C972627P,35015782,04C 972 627 PUVS081118134858104C972627P_00060,,,NONE
08-11-2018,14:28:23,NO USER OPTION,0,Sannicolau Mare,DEFAULT,002,10925,04C972627P,35015782,04C 972 627 PUVS081118135205104C972627P_00060,,,NONE
08-11-2018,14:28:48,NO USER OPTION,0,Sannicolau Mare,DEFAULT,002,10925,04C972627P,35015782,04C 972 627 PUVS081118135033104C972627P_00060,,,NONE
08-11-2018,14:29:17,NO USER OPTION,0,Sannicolau Mare,DEFAULT,002,10925,04C972627P,35015782,04C 972 627 PUVS081118140103104C972627P_00060,,,NONE
08-11-2018,14:29:42,NO USER OPTION,0,Sannicolau Mare,DEFAULT,002,10925,04C972627P,35015782,04C 972 627 PUVS081118135530104C972627P_00060,,,NONE
08-11-2018,14:30:06,NO USER OPTION,0,Sannicolau Mare,DEFAULT,002,10925,04C972627P,35015782,04C 972 627 PUVS081118135852104C972627P_00060,,,NONE
08-11-2018,14:31:15,NO USER OPTION,0,Sannicolau Mare,DEFAULT,002,10925,04C972627P,35015782,04C 972 627 PUVS081118135713104C972627P_00060,,,NONE
08-11-2018,14:32:30,NO USER OPTION,0,Sannicolau Mare,DEFAULT,002,10926,04C972627P,35015782,04C 972 627 PUVS081118140710104C972627P_00060,,,NONE
08-11-2018,14:32:51,NO USER OPTION,0,Sannicolau Mare,DEFAULT,002,10926,04C972627P,35015782,04C 972 627 PUVS081118140351104C972627P_00060,,,NONE
08-11-2018,14:33:32,NO USER OPTION,0,Sannicolau Mare,DEFAULT,002,10926,04C972627P,35015782,04C 972 627 PUVS081118140842104C972627P_00060,,,NONE
08-11-2018,14:34:00,NO USER OPTION,0,Sannicolau Mare,DEFAULT,002,10926,04C972627P,35015782,04C 972 627 PUVS081118140531104C972627P_00060,,,NONE
08-11-2018,14:34:29,NO USER OPTION,0,Sannicolau Mare,DEFAULT,002,10926,04C972627P,35015782,04C 972 627 PUVS081118141543104C972627P_00060,,,NONE
08-11-2018,14:34:54,NO USER OPTION,0,Sannicolau Mare,DEFAULT,002,10926,04C972627P,35015782,04C 972 627 PUVS081118141017104C972627P_00060,,,NONE
08-11-2018,14:35:51,NO USER OPTION,0,Sannicolau Mare,DEFAULT,002,10926,04C972627P,35015782,04C 972 627 PUVS081118141334104C972627P_00060,,,NONE
08-11-2018,14:36:21,NO USER OPTION,0,Sannicolau Mare,DEFAULT,002,10927,04C972627P,35015782,04C 972 627 PUVS081118141155104C972627P_00060,,,NONE
08-11-2018,14:36:53,NO USER OPTION,0,Sannicolau Mare,DEFAULT,002,10927,04C972627P,35015782,04C 972 627 PUVS081118142042104C972627P_00060,,,NONE
08-11-2018,14:37:17,NO USER OPTION,0,Sannicolau Mare,DEFAULT,002,10927,04C972627P,35015782,04C 972 627 PUVS081118141726104C972627P_00060,,,NONE
08-11-2018,14:37:40,NO USER OPTION,0,Sannicolau Mare,DEFAULT,002,10927,04C972627P,35015782,04C 972 627 PUVS081118142221104C972627P_00060,,,NONE
08-11-2018,14:38:03,NO USER OPTION,0,Sannicolau Mare,DEFAULT,002,10927,04C972627P,35015782,04C 972 627 PUVS081118141901104C972627P_00060,,,NONE
08-11-2018,14:38:33,NO USER OPTION,0,Sannicolau Mare,DEFAULT,002,10927,04C972627P,35015782,04C 972 627 PUVS081118142932104C972627P_00060,,,NONE
08-11-2018,14:39:36,NO USER OPTION,0,Sannicolau Mare,DEFAULT,002,10927,04C972627P,35015782,04C 972 627 PUVS081118142416104C972627P_00060,,,NONE
08-11-2018,14:48:21,NO USER OPTION,0,Sannicolau Mare,DEFAULT,002,10928,04C972627P,35015782,04C 972 627 PUVS081118142746104C972627P_00060,,,NONE
08-11-2018,14:48:45,NO USER OPTION,0,Sannicolau Mare,DEFAULT,002,10928,04C972627P,35015782,04C 972 627 PUVS081118142603104C972627P_00060,,,NONE
08-11-2018,14:49:43,NO USER OPTION,0,Sannicolau Mare,DEFAULT,002,10928,04C972627P,35015782,04C 972 627 PUVS081118143822104C972627P_00060,,,NONE
08-11-2018,14:50:17,NO USER OPTION,0,Sannicolau Mare,DEFAULT,002,10928,04C972627P,35015782,04C 972 627 PUVS081118143638104C972627P_00060,,,NONE
08-11-2018,14:50:38,NO USER OPTION,0,Sannicolau Mare,DEFAULT,002,10928,04C972627P,35015782,04C 972 627 PUVS081118143115104C972627P_00060,,,NONE
08-11-2018,14:51:03,NO USER OPTION,0,Sannicolau Mare,DEFAULT,002,10928,04C972627P,35015782,04C 972 627 PUVS081118110442104C972627P_00060,,,NONE
08-11-2018,14:52:32,NO USER OPTION,0,Sannicolau Mare,DEFAULT,002,10928,04C972627P,35015782,04C 972 627 PUVS081118143444104C972627P_00060,,,NONE
08-11-2018,14:52:54,NO USER OPTION,0,Sannicolau Mare,DEFAULT,002,10929,04C972627P,35015782,04C 972 627 PUVS081118143300104C972627P_00060,,,NONE
08-11-2018,14:56:28,NO USER OPTION,0,Sannicolau Mare,DEFAULT,002,10929,04C972627P,35015782,04C 972 627 PUVS081118144509104C972627P_00060,,,NONE
08-11-2018,14:56:59,NO USER OPTION,0,Sannicolau Mare,DEFAULT,002,10929,04C972627P,35015782,04C 972 627 PUVS081118144321104C972627P_00060,,,NONE
08-11-2018,14:57:20,NO USER OPTION,0,Sannicolau Mare,DEFAULT,002,10929,04C972627P,35015782,04C 972 627 PUVS081118144006104C972627P_00060,,,NONE
08-11-2018,14:57:43,NO USER OPTION,0,Sannicolau Mare,DEFAULT,002,10929,04C972627P,35015782,04C 972 627 PUVS081118144141104C972627P_00060,,,NONE
08-11-2018,14:58:33,NO USER OPTION,0,Sannicolau Mare,DEFAULT,002,10929,04C972627P,35015782,04C 972 627 PUVS081118145215104C972627P_00060,,,NONE
08-11-2018,14:59:45,NO USER OPTION,0,Sannicolau Mare,DEFAULT,002,10929,04C972627P,35015782,04C 972 627 PUVS081118144705104C972627P_00060,,,NONE
08-11-2018,15:00:08,NO USER OPTION,0,Sannicolau Mare,DEFAULT,002,10930,04C972627P,35015782,04C 972 627 PUVS081118145029104C972627P_00060,,,NONE
08-11-2018,15:00:30,NO USER OPTION,0,Sannicolau Mare,DEFAULT,002,10930,04C972627P,35015782,04C 972 627 PUVS081118144854104C972627P_00060,,,NONE
08-11-2018,15:00:58,NO USER OPTION,0,Sannicolau Mare,DEFAULT,002,10930,04C972627P,35015782,04C 972 627 PUVS081118150051104C972627P_00060,,,NONE
08-11-2018,15:01:23,NO USER OPTION,0,Sannicolau Mare,DEFAULT,002,10930,04C972627P,35015782,04C 972 627 PUVS081118145404104C972627P_00060,,,NONE
08-11-2018,15:01:46,NO USER OPTION,0,Sannicolau Mare,DEFAULT,002,10930,04C972627P,35015782,04C 972 627 PUVS081118145825104C972627P_00060,,,NONE
08-11-2018,15:02:10,NO USER OPTION,0,Sannicolau Mare,DEFAULT,002,10930,04C972627P,35015782,04C 972 627 PUVS081118145644104C972627P_00060,,,NONE
08-11-2018,15:11:07,NO USER OPTION,0,Sannicolau Mare,DEFAULT,002,10930,04C972627P,35015782,04C 972 627 PUVS081118150256104C972627P_00060,,,NONE
08-11-2018,15:11:39,NO USER OPTION,0,Sannicolau Mare,DEFAULT,002,10931,04C972627P,35015782,04C 972 627 PUVS081118150648104C972627P_00060,,,NONE
08-11-2018,15:12:07,NO USER OPTION,0,Sannicolau Mare,DEFAULT,002,10931,04C972627P,35015782,04C 972 627 PUVS081118150909104C972627P_00060,,,NONE
08-11-2018,15:12:33,NO USER OPTION,0,Sannicolau Mare,DEFAULT,002,10931,04C972627P,35015782,04C 972 627 PUVS081118150513104C972627P_00060,,,NONE
08-11-2018,15:29:44,NO USER OPTION,0,Sannicolau Mare,DEFAULT,002,10931,04C972627P,35015782,04C 972 627 PUVS081118151309104C972627P_00060,,,NONE
08-11-2018,15:30:05,NO USER OPTION,0,Sannicolau Mare,DEFAULT,002,10931,04C972627P,35015782,04C 972 627 PUVS081118151619104C972627P_00060,,,NONE
08-11-2018,15:30:27,NO USER OPTION,0,Sannicolau Mare,DEFAULT,002,10931,04C972627P,35015782,04C 972 627 PUVS081118151043104C972627P_00060,,,NONE
08-11-2018,15:31:18,NO USER OPTION,0,Sannicolau Mare,DEFAULT,002,10931,04C972627P,35015782,04C 972 627 PUVS081118151439104C972627P_00060,,,NONE
08-11-2018,15:32:24,NO USER OPTION,0,Sannicolau Mare,DEFAULT,002,10932,04C972627P,35015782,04C 972 627 PUVS081118153420104C972627P_00060,,,NONE
08-11-2018,15:32:43,NO USER OPTION,0,Sannicolau Mare,DEFAULT,002,10932,04C972627P,35015782,04C 972 627 PUVS081118153020104C972627P_00060,,,NONE
08-11-2018,15:33:05,NO USER OPTION,0,Sannicolau Mare,DEFAULT,002,10932,04C972627P,35015782,04C 972 627 PUVS081118152431104C972627P_00060,,,NONE
08-11-2018,15:33:28,NO USER OPTION,0,Sannicolau Mare,DEFAULT,002,10932,04C972627P,35015782,04C 972 627 PUVS081118152629104C972627P_00060,,,NONE
08-11-2018,15:33:54,NO USER OPTION,0,Sannicolau Mare,DEFAULT,002,10932,04C972627P,35015782,04C 972 627 PUVS081118151824104C972627P_00060,,,NONE
08-11-2018,15:34:15,NO USER OPTION,0,Sannicolau Mare,DEFAULT,002,10932,04C972627P,35015782,04C 972 627 PUVS081118152841104C972627P_00060,,,NONE
08-11-2018,15:36:18,NO USER OPTION,0,Sannicolau Mare,DEFAULT,002,10932,04C972627P,35015782,04C 972 627 PUVS081118152308104C972627P_00060,,,NONE
08-11-2018,16:19:30,NO USER OPTION,0,Sannicolau Mare,DEFAULT,002,10933,04C972627P,35015782,04C 972 627 PUVS081118155949104C972627P_00060,,,NONE
08-11-2018,16:20:30,NO USER OPTION,0,Sannicolau Mare,DEFAULT,002,10933,04C972627P,35015782,04C 972 627 PUVS081118160201104C972627P_00060,,,NONE
08-11-2018,16:21:29,NO USER OPTION,0,Sannicolau Mare,DEFAULT,002,10933,04C972627P,35015782,04C 972 627 PUVS081118155743104C972627P_00060,,,NONE
08-11-2018,16:23:04,NO USER OPTION,0,Sannicolau Mare,DEFAULT,002,10933,04C972627P,35015782,04C 972 627 PUVS081118155313104C972627P_00060,,,NONE
08-11-2018,16:23:57,NO USER OPTION,0,Sannicolau Mare,DEFAULT,002,10933,04C972627P,35015782,04C 972 627 PUVS081118155019104C972627P_00060,,,NONE
08-11-2018,16:25:14,NO USER OPTION,0,Sannicolau Mare,DEFAULT,002,10933,04C972627P,35015782,04C 972 627 PUVS081118155537104C972627P_00060,,,NONE
08-11-2018,16:42:30,NO USER OPTION,0,Sannicolau Mare,DEFAULT,001,10934,04C972627T,35080056,04C 972 627 TUVS081118161706104C972627T_00060,,,NONE
08-11-2018,16:43:49,NO USER OPTION,0,Sannicolau Mare,DEFAULT,001,10934,04C972627T,35080056,04C 972 627 TUVS081118161956104C972627T_00060,,,NONE
08-11-2018,16:44:49,NO USER OPTION,0,Sannicolau Mare,DEFAULT,001,10934,04C972627T,35080056,04C 972 627 TUVS081118161114104C972627T_00060,,,NONE
08-11-2018,16:45:39,NO USER OPTION,0,Sannicolau Mare,DEFAULT,001,10934,04C972627T,35080056,04C 972 627 TUVS081118160815104C972627T_00060,,,NONE
08-11-2018,16:46:35,NO USER OPTION,0,Sannicolau Mare,DEFAULT,001,10934,04C972627T,35080056,04C 972 627 TUVS081118162711104C972627T_00060,,,NONE
08-11-2018,16:47:33,NO USER OPTION,0,Sannicolau Mare,DEFAULT,001,10934,04C972627T,35080056,04C 972 627 TUVS081118162221104C972627T_00060,,,NONE
08-11-2018,16:49:53,NO USER OPTION,0,Sannicolau Mare,DEFAULT,001,10934,04C972627T,35080056,04C 972 627 TUVS081118162855104C972627T_00060,,,NONE
08-11-2018,16:50:38,NO USER OPTION,0,Sannicolau Mare,DEFAULT,001,10935,04C972627T,35080056,04C 972 627 TUVS081118162525104C972627T_00060,,,NONE
08-11-2018,17:05:38,NO USER OPTION,0,Sannicolau Mare,DEFAULT,001,10935,04C972627T,35080056,04C 972 627 TUVS081118163649104C972627T_00060,,,NONE
08-11-2018,17:07:17,NO USER OPTION,0,Sannicolau Mare,DEFAULT,001,10935,04C972627T,35080056,04C 972 627 TUVS081118163119104C972627T_00060,,,NONE
08-11-2018,17:08:26,NO USER OPTION,0,Sannicolau Mare,DEFAULT,001,10935,04C972627T,35080056,04C 972 627 TUVS081118163510104C972627T_00060,,,NONE
08-11-2018,17:09:31,NO USER OPTION,0,Sannicolau Mare,DEFAULT,001,10935,04C972627T,35080056,04C 972 627 TUVS081118163308104C972627T_00060,,,NONE
08-11-2018,17:10:48,NO USER OPTION,0,Sannicolau Mare,DEFAULT,001,10935,04C972627T,35080056,04C 972 627 TUVS081118164438104C972627T_00060,,,NONE
08-11-2018,17:13:03,NO USER OPTION,0,Sannicolau Mare,DEFAULT,001,10935,04C972627T,35080056,04C 972 627 TUVS081118165304104C972627T_00060,,,NONE
08-11-2018,17:13:57,NO USER OPTION,0,Sannicolau Mare,DEFAULT,001,10936,04C972627T,35080056,04C 972 627 TUVS081118164109104C972627T_00060,,,NONE
08-11-2018,17:14:43,NO USER OPTION,0,Sannicolau Mare,DEFAULT,001,10936,04C972627T,35080056,04C 972 627 TUVS081118163852104C972627T_00060,,,NONE
08-11-2018,17:15:46,NO USER OPTION,0,Sannicolau Mare,DEFAULT,001,10936,04C972627T,35080056,04C 972 627 TUVS081118165916104C972627T_00060,,,NONE
08-11-2018,17:16:52,NO USER OPTION,0,Sannicolau Mare,DEFAULT,001,10936,04C972627T,35080056,04C 972 627 TUVS081118165720104C972627T_00060,,,NONE
08-11-2018,17:17:50,NO USER OPTION,0,Sannicolau Mare,DEFAULT,001,10936,04C972627T,35080056,04C 972 627 TUVS081118170123104C972627T_00060,,,NONE
08-11-2018,17:18:53,NO USER OPTION,0,Sannicolau Mare,DEFAULT,001,10936,04C972627T,35080056,04C 972 627 TUVS081118165526104C972627T_00060,,,NONE
08-11-2018,17:48:24,NO USER OPTION,0,Sannicolau Mare,DEFAULT,001,10936,04C972627T,35080056,04C 972 627 TUVS081118170708104C972627T_00060,,,NONE
08-11-2018,17:49:03,NO USER OPTION,0,Sannicolau Mare,DEFAULT,001,10937,04C972627T,35080056,04C 972 627 TUVS081118170335104C972627T_00060,,,NONE
08-11-2018,17:49:48,NO USER OPTION,0,Sannicolau Mare,DEFAULT,001,10937,04C972627T,35080056,04C 972 627 TUVS081118170858104C972627T_00060,,,NONE
